Morning Snack1,Morning Snack2,Lunch1,Lunch2,Lunch3,Lunch4,Lunch5,Afternoon Snack1,Afternoon Snack2,Dinner1,Dinner2,Dinner3,Dinner4,Dinner5
S부추닭죽,,잡곡밥,북어미역국,쇠고기채소볶음,참나물무침,배추김치,S수박화채,,완두콩밥,미니우동,돈육자장볶음,배추김치,무생채
S참외,,흑미밥,김국,연어구이,표고버섯볶음,깍두기,S옥수수스프,S모닝빵,잡곡밥,아욱된장국,쇠고기피망볶음,북어채무침,배추김치
S두유(150ml),,백미밥,두부된장국,돈육부추볶음,가지무침,깍두기,S우유(100ml),S크로와상(30g),기장밥,안매운참치김치찌개,(저염)닭가슴살피망볶음,마카로니채소샐러드(토마토소스),깍두기
S사과,,완두콩밥,달걀팟국,돼지고기떡갈비,배추김치,열무나물,S증편,S우유(100ml),찹쌀현미밥,두부찌개,영양찜닭,진미채간장조림,배추김치
S열무죽,,흑미밥,온도토리묵국,단호박오징어찜,건파래무침,깍두기,S피자빵,S우유(100ml),완두콩밥,팽이버섯맑은국,제육볶음,콩나물무침,오이소박이
S멜론,S떠먹는요구르트(100ml),굴소스닭가슴살덮밥,미역된장국,감자채볶음,오이소박이,,S짜장면,S오렌지주스(무가당),흑미밥,해물짬뽕국,단호박호두조림,도토리묵무침,배추김치
S달걀채소죽,,백미밥,미니우동,쇠고기양송이볶음,참나물무침,깍두기,S수제블루베리바나나우유,,보리밥,새우두부탕국,닭가슴살고구마볶음,애호박볶음,배추김치
S복숭아(백도),,차조밥,달걀떡국,갈치구이,노각무침,배추김치,S우유(100ml),S케이크,백미밥,양송이스프,돈까스,깍두기,사과오렌지샐러드(요거트드레싱)
S두유(100ml),,오므라이스,팽이버섯된장국,너비아니구이,양배추초절임,배추김치,S물만두,S우유(100ml),차조밥,들깨버섯국,(고춧가루제외)갈치조림,연두부+흑임자소스,배추김치
S키위,,흑미밥,애호박새우젓국찌개,동태살엿장조림,도라지오이무침,배추김치,S소보로빵,S우유(100ml),백미밥,배추된장국,치즈달걀말이,연근조림,배추김치
S쇠고기죽,,차조밥,감자된장국,안매운오삼불고기,양배추찜+쌈장,깍두기,S고구마쉐이크,,흑미밥,새우맑은국,동태전,오이나물,깍두기
S청포도,,쇠고기하이라이스,청경채맑은국,메추리알장조림,배추김치,,S영양밥전,S우유(100ml),차조밥,잘게썬오징어뭇국,돼지고기잡채,게맛살파프리카볶음,배추김치
S양송이죽,,수수밥,다슬기된장국(올갱이국),후르츠탕수육,팽이맛살볶음,깍두기,S치즈스틱,,기장밥,순두부백탕,쇠고기청경채볶음,상추겉절이,깍두기
S수박화채,,찹쌀현미밥,닭다리백숙,부추전,S참외,깍두기,S삶은달걀,S매실차,수수밥,건홍합맑은국,돼지고기수육,배추김치,양파초절임
S두유(100ml),,기장밥,쇠고기버섯찌개,마파두부,푸실리샐러드(토마토소스),깍두기,S백설기,S우유(100ml),찹쌀현미밥,김국,닭다리살콩가루부추찜,(저염)감자조림,배추김치
S포도,,수수밥,들깨뭇국,돼지갈비찜,청포묵김무침,배추김치,S단호박크림리조또,,기장밥,양배추된장국,(고춧가루제외)고등어조림,가지튀김,배추김치
S애호박죽,,차조밥,안매운김칫국,쇠고기가지볶음,견과류멸치볶음,깍두기,S오이비빔국수,S떠먹는요구르트(100ml),수수밥,북엇국,돼지고기장조림,고구마순나물,배추김치
S자두,,백미밥,수제비국,짜장닭볶음,숙주나물,오이소박이,S보리떡(40g),S우유미숫가루,차조밥,열무된장국,함박스테이크,노각무침,배추김치
S부추닭죽,,검정콩밥,대구살맑은국,연두부+양념장,양상추샐러드(레몬드레싱),깍두기,S우유(100ml),S잼샌드위치,기장밥,숙주맑은국,어묵채소볶음,닭가슴살버터구이,오이소박이
S방울토마토,S치즈,잡곡밥,볼어묵국,쇠고기버섯볶음,감자조림,깍두기,S약식,S우유(100ml),검정콩밥,안매운돈육김치찌개,두부양념조림,명엽채볶음,깍두기
S두유(150ml),,흑미밥,얼갈이된장국,(저염)달걀장조림,느타리버섯볶음,배추김치,S참치주먹밥,S우유(100ml),잡곡밥,미역국,쇠고기깻잎볶음,배추김치,감자샐러드
S바나나,S우유(100ml),수수밥,쑥갓된장국,새우감바스,탕평채,깍두기,S참나물유부초밥,S보리차,잡곡밥,안매운순두부찌개,쇠고기가지볶음,얼갈이무침,깍두기
S채소죽,,차조밥,북엇국,돼지고기파프리카볶음,옥수수토마토소스볶음,배추김치,S온메밀국수,,수수밥,안매운닭개장,강낭콩조림,깍두기,양파초절임
S수박,,백미밥(추가),미트볼스파게티,유부장국,생선까스+타르타르소스,배추김치,S찐옥수수,S우유(100ml),차조밥,콩나물국,돼지고기파인애플볶음,옥수수전,배추김치
S검은콩죽,,기장밥,버섯찌개,채소달걀찜,오이나물,배추김치,S머핀,S우유(100ml),잡곡밥,콩가루배춧국,미트볼채소볶음,콩나물무침,깍두기
S블루베리,S떠먹는요구르트(100ml),흑미밥,애호박맑은국,순살간장닭갈비,시금치나물,깍두기,S무지개떡,S매실차,기장밥,달걀팟국,삼치카레구이,감자채볶음,배추김치
S두유(150ml),,보리밥,건새우아욱국,두부버섯스테이크,배추김치,무생채,S핫케이크,S우유(100ml),흑미밥,시금치된장국,닭가슴살고구마볶음,건새우애호박볶음,깍두기
S견과류,S떠먹는요구르트(100ml),수수밥,북어김칫국,두부데리야끼소스구이,오이소박이,비트무초절임,S롤빵,S오렌지,백미밥,갈비탕,오징어숙회+유자소스,깻잎순나물볶음,깍두기
S쇠고기채소죽,,기장밥,버섯된장국,새우채소볶음,참외노각무침,배추김치,S백설기,S우유(100ml),검정콩밥,조갯살부추맑은국,치즈달걀찜,고구마순나물,배추김치
S바나나,S우유(100ml),짜장덮밥,사골당면국,코울슬로,깍두기,,S씨앗호떡,,기장밥,온도토리묵국,새우튀김,미니새송이버섯볶음,배추김치
S타락죽,,차조밥,부추된장국,두부강정,실치볶음,배추김치,S잔치국수,,백미밥,감자양팟국,해물굴소스볶음,가지나물,깍두기
S사과,S떠먹는요구르트(100ml),수수밥,콩가루배춧국,돼지고기청경채볶음,(고춧가루제외)오이무침,깍두기,S약식,S식혜,차조밥,두부찌개,쇠고기불고기,단호박전,배추김치
S두유(200ml),,달걀채소볶음밥,건홍합맑은국,푸실리샐러드(토마토소스),배추김치,,S포도,S떠먹는요구르트(100ml),수수밥,청경채된장국,돼지고기파인애플볶음,오이볶음,배추김치
S오렌지,,찹쌀현미밥,만둣국(가공만두),닭볶음탕,파프리카사과초무침,깍두기,S슈크림빵,S우유(100ml),백미밥,들깨뭇국,채소달걀말이,김구이,배추김치
S옥수수죽,,차조밥,애호박맑은국,삼치데리야끼구이,콩나물무침,배추김치,S오이비빔국수,S우유(100ml),찹쌀현미밥,아욱된장국,닭가슴살버터구이,시금치나물,배추김치
S단감,S떠먹는요구르트(100ml),쇠고기불고기덮밥,팽이버섯된장국,바나나사과키위샐러드,배추김치,,S후리가케주먹밥,S매실차,차조밥,콩나물국,삼치무조림,건새우애호박볶음,배추김치
S연두부죽,,보리밥,청국장찌개,간장닭갈비,얼갈이나물,깍두기,S찐고구마(80g),S우유(100ml),백미밥,바지락맑은국,쇠고기표고버섯볶음,사과샐러드(마요네즈),깍두기
S배,,잡곡밥,조랭이떡미역국,두부함박스테이크,무조림,배추김치,S피자빵,S우유(100ml),보리밥,얼갈이된장국,닭강정,양배추채무침,깍두기
S두유(200ml),,게살볶음밥,실파미소장국,청포묵김무침,S배,배추김치,S절편,S우유(100ml),백미밥,조랭이떡국,두부양념조림,무나물,배추김치
S단감,,수수밥,매콤콩나물국,쇠고기찹쌀구이,브로콜리채소볶음,깍두기,S우유(100ml),S프렌치토스트,백미밥,호박고지들깨탕,실치볶음,메추리알장조림,배추김치
S아욱된장죽,,기장밥,버섯찌개,새우살크림소스볶음,애호박볶음,배추김치,S토마토스파게티,S우유(100ml),수수밥,연두부게살스프,쇠고기오이볶음,브로콜리숙회(흑임자소스),깍두기
S키위,S떠먹는요구르트(100ml),치킨마요덮밥,양배추된장국,김말이튀김,S배,배추김치,S건포도감자볼,S오렌지주스(무가당),기장밥,새우맑은국,버섯달걀볶음,곤드레나물볶음,배추김치
S잣죽,,흑미밥,감자된장국,돼지고기수육,도토리묵무침,배추김치,S꿀떡,S우유(100ml),잡곡밥,김국,양배추볶음,깍두기,오이닭살참깨볶음
S멜론,S우유(100ml),검정콩밥,청경채맑은국,임연수구이,맛살콩나물무침,깍두기,S레몬주스,S소보로빵,흑미밥,모시조개탕,완자전,미역줄기당근볶음,배추김치
S두유(200ml),,밥새우주먹밥,미니유부우동,배추김치,무생채,,S밤설기,S보리차,검정콩밥,우거지된장국,임연수엿장조림,배추게맛살샐러드,깍두기
S블루베리,S떠먹는요구르트(100ml),찹쌀현미밥,황탯국,닭가슴살부추무침,고구마샐러드(마요네즈),깍두기,S크림떡볶이,,백미밥,쑥갓어묵국,돼지고기김치볶음,깍두기,콘샐러드(올리브유드레싱)
S전복죽,,기장밥,근대맑은국,쇠고기장똑똑이,버섯들깨나물,깍두기,S노란시루떡,S우유(100ml),찹쌀현미밥,우렁이된장국,(저당)닭갈비,으깬견과류고구마샐러드(요거트),배추김치
S미숫가루,,돼지고기잡채덮밥,두부젓국찌개,배추김치,토마토카프레제,감자고로케,S우유(100ml),S쌀씨리얼,기장밥,쇠고기탕국,볼어묵볶음,근대나물,배추김치
S닭죽,,수수밥,아욱된장국,훈제오리구이,깻잎나물,배추김치,S짜장면,S우유(100ml),잡곡밥,홍합탕,두부부침+양념장,감자채볶음,배추김치
S바나나사과키위샐러드,,잡곡밥,미역된장국,달걀장조림,도라지들깨나물,깍두기,S크림스프,S모닝빵,수수밥,잘게썬오징어뭇국,오리채소볶음,아욱나물무침,배추김치
S두유(200ml),,닭고기카레라이스,실파미소장국,채소튀김,S단감,배추김치,S단호박꿀찜,S우유(100ml),잡곡밥,미역국,돼지갈비찜,도라지강정,깍두기
S방울토마토,S치즈,잡곡밥,건새우뭇국,갈치구이,양송이버섯볶음,배추김치,S크로와상샌드위치,S우유(100ml),차조밥,사골팟국,닭가슴살피망볶음,감자채볶음,배추김치
S흑임자죽,,흑미밥,두부찌개,크래미채소볶음,깻잎새콤무침,배추김치,S치즈스틱,,잡곡밥,시금치된장국,갈치무조림,건파래자반,배추김치
S배,S떠먹는요구르트(100ml),닭가슴살파프리카볶음밥,청경채맑은국,사과오렌지샐러드(요거트드레싱),배추김치,,S깻잎비빔국수,,흑미밥,애호박두부젓국찌개,돼지고기브로콜리볶음,팽이버섯전,배추김치
S잣죽,,차조밥,팽이버섯맑은국,쇠고기채소볶음,양배추찜+쌈장,깍두기,S우유(100ml),S호떡,흑미밥,청경채된장국,닭가슴살삼색파프리카볶음,사과샐러드(마요네즈),배추김치
S사과,,기장밥,들깨무챗국,마파두부,크래미숙주나물무침,배추김치,S크림떡볶이,,차조밥,백짬뽕국,쇠고기양배추볶음,팽이버섯전,깍두기
S두유(100ml),,잡곡밥,온도토리묵국,쇠불고기,시금치나물,배추김치,S송편,S식혜,기장밥,맑은동태찌개,두부조림,고구마순나물,배추김치
S블루베리,S떠먹는요구르트(100ml),기장밥,호박잎된장국,오리채소볶음,배추김치,,S고구마맛탕,S우유(100ml),잡곡밥,갈비탕+당면,시금치달걀찜,콩나물무침,배추김치
S쇠고기채소죽,,흑미밥,오징어맑은국,두부구이+양념장,새송이버섯시금치볶음,배추김치,S피자빵,S우유(100ml),기장밥,북엇국,훈제오리단호박찜,무나물,배추김치
S오렌지,,소보로덮밥,근대된장국,(달걀제외)부추전,깍두기,,S바람떡,S우유(100ml),흑미밥,"물만둣국(달걀제외,가공만두)",오징어볶음,미니새송이버섯볶음,배추김치
S아욱된장죽,,찹쌀현미밥,콩나물국,돼지고기찹스테이크,김자반,배추김치,S우유(100ml),S파프리카유부초밥,차조밥,달걀팟국,갈치구이,근대나물,깍두기
S바나나,,보리밥,안매운콩비지찌개,영양찜닭,연근전,배추김치,S단호박꿀찜,S우유(100ml),찹쌀현미밥,맑은꽃게탕,난자완스,맛살콩나물무침,깍두기
S두유(100ml),,돈육카레볶음밥,우거지된장국,생선까스+타르타르소스,깍두기,,S우유(100ml),S옥수수씨리얼,백미밥,닭곰탕,두부강정,얼갈이무침,배추김치
S배,S떠먹는요구르트(100ml),찹쌀현미밥,안매운육개장,감말랭이감자볶음,메추리알샐러드,배추김치,S단호박설기,S유자차,잡곡밥,근대맑은국,돼지고기굴소스볶음,브로콜리숙회(들깨소스),깍두기
S양송이버섯스프,S모닝빵+딸기잼,기장밥,배추된장국,삼치엿장조림,김구이,깍두기,S귤,S떠먹는요구르트(100ml),백미밥,쇠고기탕국,메추리알장조림,느타리버섯볶음,배추김치
S사과,,짜장덮밥,유부장국,S군만두,깍두기,,S핫케이크,S우유(100ml),기장밥,버섯된장국,삼치구이,배추나물,깍두기
S팥죽,,차조밥,건홍합다시마맑은국,닭가슴살채소볶음,콩나물무침,배추김치,S미니우동,,완두콩밥,실파미소장국,돈육자장볶음,볼어묵볶음,배추김치
S견과류,S떠먹는요구르트(100ml),수수밥,호박고지들깨탕,쇠고기잡채,미역초무침,깍두기,S롤빵,S둥글레차,차조밥,아욱된장국,닭가슴살버섯볶음,고구마맛탕,배추김치
S두유(150ml),,대파달걀볶음밥,들깨무챗국,궁중떡볶이,배추김치,,S밥새우주먹밥,S우유(100ml),수수밥,감자양팟국,쇠고기당면볶음,애호박볶음,배추김치
S키위,S떠먹는요구르트(100ml),기장밥,쑥갓어묵국,돼지고기수육,상추사과무침,깍두기,S케이크,S오렌지주스(무가당),흑미밥,양송이된장국,간장해물찜,무나물,배추김치
S새우죽,,보리밥,양배추된장국,쇠고기육전,푸실리샐러드(토마토소스),깍두기,S파프리카스틱,S떠먹는요구르트(100ml),기장밥,우거지들깨국,레몬소스탕수육,청포묵김무침,깍두기
S포도,,시래기영양밥+양념장,감자된장찌개,새우살크림소스볶음,고구마줄기볶음,깍두기,S찐고구마(80g),S우유(100ml),보리밥,김국,쇠고기장똑똑이,양상추샐러드(발사믹드레싱),깍두기
S치즈죽,,수수밥,꽃게탕,김달걀말이,견과류멸치볶음,깍두기,S비빔국수,,수수밥,시래기된장국,깻잎참치전,온두부찜,깍두기
